age,job,marital,education,default,balance,housing,loan,duration
26,management,single,tertiary,no,4683,yes,no,5
31,management,married,tertiary,no,1331,no,no,268
37,services,married,secondary,no,1970,yes,no,253
44,self-employed,married,secondary,no,706,no,no,204
59,retired,divorced,secondary,no,1026,no,no,669
43,services,married,secondary,no,94,yes,yes,68
49,management,married,secondary,no,249,no,no,234
48,management,divorced,tertiary,no,15,no,no,88
34,management,married,tertiary,no,1770,yes,no,26
30,management,single,tertiary,no,12857,yes,no,150
36,admin.,married,secondary,no,3321,yes,no,132
31,technician,single,tertiary,no,2807,no,no,154
28,unemployed,single,tertiary,no,7,no,no,20
29,management,single,tertiary,no,572,yes,no,319
33,management,single,tertiary,no,1956,no,no,76
40,blue-collar,married,secondary,no,5060,no,no,299
43,admin.,single,secondary,no,35,no,no,208
38,management,married,tertiary,no,1101,yes,no,43
33,technician,married,secondary,no,1234,no,no,61
23,admin.,single,secondary,no,40,no,no,1239
59,technician,married,tertiary,no,6573,yes,no,4918
38,management,single,tertiary,no,6490,no,no,125
31,management,married,tertiary,no,163,yes,yes,107
33,unemployed,divorced,secondary,no,1005,yes,no,175
43,admin.,married,secondary,no,2271,no,no,524
40,management,single,secondary,no,9916,no,no,98
48,management,married,tertiary,no,1,no,no,248
47,technician,married,secondary,no,0,no,no,74
31,technician,married,secondary,no,585,yes,no,133
33,unemployed,married,secondary,no,456,no,no,119
34,management,married,tertiary,no,676,no,no,486
28,self-employed,single,tertiary,no,160,no,no,158
34,admin.,married,tertiary,no,899,yes,no,114
47,blue-collar,married,secondary,no,1230,yes,no,378
22,technician,single,secondary,no,333,no,yes,129
37,technician,married,secondary,no,1016,yes,yes,24
26,management,married,tertiary,no,52,no,yes,238
30,admin.,married,secondary,no,873,yes,no,119
43,blue-collar,divorced,primary,no,219,no,no,138
33,admin.,single,secondary,no,206,no,no,168
40,blue-collar,married,secondary,no,718,yes,yes,72
59,housemaid,married,tertiary,no,0,no,no,494
30,management,single,tertiary,no,1243,yes,no,86
32,management,married,tertiary,no,62,yes,no,45
32,blue-collar,single,tertiary,no,700,no,no,90
31,entrepreneur,single,secondary,no,0,no,no,160
49,admin.,married,secondary,no,3608,yes,no,231
46,unknown,married,unknown,no,677,no,no,722
27,student,single,secondary,no,67,no,no,239
35,unemployed,single,secondary,no,127,yes,no,162
32,blue-collar,married,secondary,no,2089,yes,no,132
57,blue-collar,married,unknown,no,3585,no,no,172
58,management,married,tertiary,no,4152,yes,no,160
35,admin.,single,secondary,no,943,no,no,24
30,technician,single,secondary,no,816,yes,no,179
32,management,married,tertiary,no,937,no,no,76
44,entrepreneur,married,tertiary,no,1631,yes,no,81
57,blue-collar,married,secondary,no,5270,yes,no,101
51,management,divorced,tertiary,no,119,no,no,200
51,technician,married,secondary,no,58,yes,no,79
58,technician,married,secondary,no,-942,yes,no,131
44,management,married,tertiary,no,6203,yes,yes,58
54,admin.,married,secondary,no,4028,yes,no,146
57,admin.,married,secondary,no,0,yes,no,92
53,technician,married,secondary,no,910,no,no,156
35,technician,married,secondary,no,1577,yes,yes,53
41,management,married,tertiary,no,7028,no,no,98
50,entrepreneur,married,secondary,no,665,no,no,238
37,technician,married,secondary,no,421,yes,yes,85
46,admin.,married,secondary,no,1252,yes,yes,59
34,technician,single,secondary,no,105,yes,no,303
37,self-employed,married,secondary,no,8230,yes,no,51
35,management,married,tertiary,no,94,yes,no,108
49,blue-collar,divorced,primary,no,514,no,no,221
42,management,married,secondary,no,71,no,no,80
49,management,married,tertiary,no,1533,no,no,324
40,services,divorced,unknown,no,5847,no,no,206
42,self-employed,married,tertiary,no,4960,no,no,139
49,retired,married,secondary,no,8648,no,no,527
47,housemaid,married,tertiary,no,228,yes,no,80
40,management,single,secondary,no,1623,yes,no,161
36,technician,divorced,secondary,no,3296,yes,no,130
47,technician,married,tertiary,no,0,no,no,120
43,technician,divorced,secondary,no,1648,no,no,80
56,management,married,tertiary,no,6798,yes,no,250
55,management,married,tertiary,no,1402,yes,no,66
54,blue-collar,married,primary,no,69,no,no,71
33,services,single,secondary,no,200,yes,no,252
56,management,married,tertiary,no,5282,no,no,113
52,management,married,primary,no,0,yes,yes,121
45,self-employed,married,tertiary,no,582,no,no,148
51,technician,married,secondary,no,195,yes,no,78
57,management,married,secondary,no,7162,no,no,83
57,management,married,tertiary,no,1636,no,no,123
58,retired,married,secondary,no,425,yes,yes,100
55,entrepreneur,married,primary,no,199,no,no,176
45,management,married,tertiary,no,1323,yes,no,550
48,management,married,tertiary,no,3419,yes,no,75
55,retired,married,secondary,no,103,yes,yes,57
47,management,married,tertiary,no,1028,no,yes,55
48,management,divorced,secondary,no,17,yes,no,195
39,admin.,married,secondary,no,2598,no,no,123
47,blue-collar,married,secondary,no,1484,no,no,297
40,self-employed,single,tertiary,no,1693,yes,no,353
37,management,single,tertiary,no,411,yes,yes,142
50,management,married,tertiary,no,4278,no,no,53
38,management,married,tertiary,no,494,no,no,146
59,admin.,married,secondary,no,231,no,yes,59
54,technician,single,secondary,no,198,yes,yes,120
32,management,married,tertiary,no,2516,no,no,595
52,management,married,tertiary,no,1701,yes,yes,381
48,admin.,divorced,secondary,no,295,yes,no,123
52,admin.,married,secondary,no,1274,yes,no,74
57,admin.,divorced,secondary,no,1878,yes,no,219
43,services,married,secondary,no,3305,yes,no,387
45,technician,married,secondary,no,1,yes,no,433
30,management,single,secondary,no,2785,no,yes,548
46,management,married,primary,no,-292,yes,no,100
40,management,married,tertiary,no,8969,yes,no,153
52,management,married,tertiary,no,2901,no,no,223
53,technician,married,secondary,no,65,no,no,178
49,services,married,secondary,no,1114,no,no,283
45,technician,married,secondary,no,1477,yes,no,75
54,technician,married,secondary,no,465,yes,yes,92
49,services,married,secondary,no,0,yes,no,96
39,admin.,married,secondary,no,401,yes,no,396
39,blue-collar,married,primary,no,3324,no,no,96
54,blue-collar,married,primary,no,2440,no,yes,334
57,technician,married,tertiary,no,0,yes,yes,142
37,management,married,tertiary,yes,0,no,no,44
42,housemaid,married,secondary,no,477,yes,yes,231
39,entrepreneur,married,tertiary,no,1654,no,no,376
57,housemaid,married,secondary,no,0,no,no,56
48,technician,married,primary,no,4656,no,no,44
46,management,married,tertiary,no,191,yes,no,58
39,blue-collar,married,primary,no,108,no,no,265
49,management,married,tertiary,no,64,no,no,208
58,admin.,married,unknown,no,0,yes,no,219
43,technician,married,secondary,no,1865,yes,no,155
48,technician,married,secondary,no,17,yes,yes,81
44,management,married,tertiary,no,1034,no,no,73
49,technician,divorced,secondary,no,7,yes,yes,50
37,management,married,secondary,no,5447,yes,yes,1789
44,technician,divorced,secondary,no,275,no,no,1077
40,technician,married,secondary,no,17,no,no,192
43,management,married,tertiary,no,0,yes,no,110
57,blue-collar,married,secondary,no,1540,yes,no,564
34,blue-collar,married,secondary,no,751,yes,yes,1303
31,entrepreneur,single,tertiary,no,1454,no,no,377
58,management,married,tertiary,no,2764,no,no,235
30,management,married,tertiary,no,5381,no,no,375
50,entrepreneur,married,secondary,no,0,yes,yes,344
57,retired,married,secondary,no,1749,no,no,288
40,admin.,married,secondary,no,0,yes,yes,57
39,management,married,secondary,no,313,yes,no,125
33,admin.,married,secondary,no,0,yes,no,78
41,management,married,tertiary,no,1272,yes,no,214
38,management,married,tertiary,no,1875,no,no,286
46,admin.,divorced,secondary,no,-60,no,no,117
59,technician,single,secondary,no,6284,yes,no,41
44,admin.,divorced,secondary,no,0,no,no,57
57,technician,married,secondary,no,1469,yes,no,364
49,entrepreneur,married,secondary,no,2655,no,no,63
57,admin.,married,primary,no,1694,yes,no,378
51,technician,married,tertiary,no,0,no,no,81
58,entrepreneur,married,secondary,no,318,yes,no,430
48,blue-collar,married,primary,no,0,no,yes,479
35,technician,divorced,tertiary,no,1718,yes,yes,74
49,services,married,secondary,no,1084,yes,no,99
54,management,married,secondary,yes,5249,yes,no,108
55,management,married,secondary,no,2410,yes,no,135
50,management,married,secondary,no,633,no,yes,302
42,technician,single,tertiary,no,35,yes,yes,38
38,entrepreneur,married,secondary,no,0,yes,yes,258
37,technician,married,tertiary,no,0,yes,no,77
49,management,married,tertiary,no,17432,no,no,102
47,blue-collar,married,secondary,no,4403,yes,yes,81
46,blue-collar,married,secondary,no,0,yes,no,127
52,management,married,tertiary,no,2063,yes,no,114
42,technician,married,secondary,no,69,yes,yes,55
33,technician,married,tertiary,no,326,yes,no,238
47,blue-collar,married,secondary,no,410,yes,yes,179
51,admin.,married,secondary,no,113,yes,no,84
56,retired,married,secondary,no,2749,yes,yes,38
51,entrepreneur,married,tertiary,no,209,no,no,130
55,management,married,tertiary,no,926,yes,no,309
40,services,single,secondary,no,856,yes,no,70
50,technician,single,secondary,no,246,yes,no,270
48,technician,married,secondary,no,32,yes,yes,110
54,blue-collar,married,primary,no,209,no,yes,206
41,entrepreneur,divorced,tertiary,no,0,yes,no,176
42,technician,married,secondary,no,4466,no,no,158
54,blue-collar,married,secondary,no,0,no,no,483
58,management,married,tertiary,no,7387,no,no,85
50,entrepreneur,married,tertiary,no,5420,yes,no,73
45,technician,married,secondary,no,1415,yes,no,483
46,technician,single,tertiary,no,1448,no,no,292
49,admin.,married,secondary,no,272,yes,yes,108
40,services,divorced,secondary,no,5766,yes,yes,68
30,management,married,tertiary,no,101,yes,no,348
50,management,married,tertiary,no,4,yes,yes,105
58,management,divorced,tertiary,no,0,no,no,107
39,management,married,tertiary,no,500,yes,no,257
36,management,married,tertiary,no,5057,yes,no,70
34,student,single,unknown,no,5827,no,no,97
41,management,single,tertiary,no,3013,yes,no,150
59,admin.,married,unknown,no,283,no,yes,300
52,services,married,tertiary,no,3094,yes,no,96
40,management,married,tertiary,no,5010,no,no,49
58,admin.,married,secondary,no,4962,no,yes,112
54,admin.,divorced,secondary,no,7089,no,no,40
46,blue-collar,married,secondary,no,2348,no,no,182
50,management,married,tertiary,no,2479,no,no,259
54,admin.,married,secondary,no,865,yes,no,71
56,retired,married,secondary,no,450,no,no,16
34,housemaid,married,tertiary,no,1265,yes,no,118
57,admin.,single,secondary,no,738,no,no,56
54,admin.,married,secondary,no,191,yes,yes,44
48,management,single,tertiary,no,8106,no,no,125
45,technician,divorced,secondary,no,30,yes,yes,88
51,services,divorced,secondary,no,518,yes,no,76
56,management,married,primary,no,-155,yes,no,282
59,management,married,tertiary,no,0,no,no,90
49,admin.,married,secondary,no,12226,yes,no,96
52,admin.,divorced,secondary,no,48,no,yes,591
53,services,married,secondary,no,1364,no,no,508
42,self-employed,married,secondary,no,5564,no,no,560
53,management,single,tertiary,no,720,yes,no,99
54,management,married,tertiary,no,14107,no,no,98
56,management,divorced,tertiary,no,2126,yes,no,131
46,management,single,tertiary,no,46,no,yes,80
52,retired,married,secondary,no,5423,no,yes,93
41,unemployed,divorced,tertiary,no,-198,yes,no,165
40,technician,divorced,tertiary,no,1871,yes,no,64
51,blue-collar,married,secondary,no,-355,yes,yes,122
47,management,married,tertiary,no,3505,no,no,434
58,retired,married,secondary,no,8332,no,no,164
50,admin.,married,secondary,no,1575,no,no,407
56,technician,divorced,secondary,no,689,yes,no,110
58,management,married,tertiary,no,-565,yes,yes,191
49,management,divorced,tertiary,no,2370,yes,yes,56
42,management,single,tertiary,no,328,yes,yes,125
52,management,married,tertiary,no,2578,no,no,412
53,admin.,married,secondary,no,1661,yes,yes,85
49,management,married,tertiary,no,6493,yes,no,180
57,housemaid,married,tertiary,no,3760,no,no,1070
43,technician,single,secondary,no,463,yes,no,266
59,retired,married,tertiary,no,135,yes,no,94
45,management,married,tertiary,no,77,yes,no,59
52,blue-collar,married,secondary,no,0,yes,no,125
50,unemployed,single,secondary,no,2668,no,no,1606
52,technician,single,secondary,no,1262,no,yes,216
45,housemaid,married,secondary,no,20187,yes,no,707
51,services,divorced,secondary,no,135,yes,yes,862
51,services,married,secondary,no,1191,no,yes,214
36,self-employed,married,tertiary,no,7343,no,no,78
58,management,divorced,tertiary,no,315,yes,no,62
58,management,divorced,tertiary,no,1573,yes,yes,279
31,admin.,single,tertiary,no,0,no,no,173
31,admin.,married,tertiary,no,1144,yes,yes,89
33,management,married,tertiary,no,685,no,no,53
34,management,single,tertiary,no,621,yes,no,97
53,technician,divorced,tertiary,no,2228,no,no,890
48,blue-collar,married,secondary,no,1039,yes,no,581
42,management,divorced,tertiary,no,0,no,no,116
51,technician,married,secondary,no,0,yes,no,70
46,management,married,secondary,no,1306,yes,no,155
34,admin.,single,secondary,no,0,yes,no,214
45,technician,single,secondary,no,819,no,yes,200
47,blue-collar,married,secondary,no,33,no,no,27
31,management,married,tertiary,no,898,no,no,578
47,management,married,tertiary,no,2919,yes,no,153
35,management,married,tertiary,no,1108,yes,no,52
39,management,single,primary,no,0,yes,yes,62
32,admin.,single,secondary,no,4344,yes,no,79
40,technician,married,secondary,no,1952,yes,no,310
56,management,married,tertiary,no,2551,yes,no,150
54,technician,married,secondary,no,472,yes,yes,229
45,technician,single,secondary,no,1171,yes,no,34
59,retired,divorced,secondary,no,514,yes,no,573
30,management,single,tertiary,no,1435,yes,no,104
41,technician,divorced,secondary,no,0,yes,no,386
45,admin.,single,secondary,no,597,no,yes,73
59,management,married,primary,no,252,yes,yes,138
40,technician,married,secondary,no,0,yes,no,74
45,management,divorced,tertiary,no,6572,yes,no,42
46,management,divorced,secondary,no,10,yes,no,273
45,management,married,secondary,no,4425,no,no,147
43,technician,divorced,secondary,no,-36,yes,no,190
30,management,single,secondary,no,18,yes,no,294
46,technician,married,secondary,no,0,yes,no,96
57,admin.,married,secondary,no,92,no,yes,49
55,retired,married,secondary,no,4230,no,yes,163
43,technician,married,secondary,no,0,no,yes,103
55,entrepreneur,divorced,tertiary,no,1730,no,no,89
48,technician,married,secondary,yes,295,no,yes,190
42,unemployed,married,secondary,no,4544,no,no,77
49,services,married,secondary,no,202,yes,no,651
49,entrepreneur,married,tertiary,no,313,yes,no,42
46,management,married,tertiary,no,716,yes,yes,106
43,entrepreneur,married,tertiary,no,0,yes,no,105
39,blue-collar,single,primary,no,419,yes,no,186
37,technician,married,secondary,no,344,yes,yes,56
40,management,single,tertiary,no,0,no,yes,657
37,entrepreneur,single,tertiary,no,1467,yes,yes,349
38,entrepreneur,married,tertiary,no,0,yes,no,65
48,management,married,primary,no,427,no,no,62
42,technician,married,tertiary,no,14282,yes,no,77
45,admin.,divorced,secondary,no,0,yes,no,102
58,admin.,married,secondary,no,3735,no,no,91
43,admin.,married,tertiary,no,279,yes,no,111
56,admin.,married,secondary,no,1270,yes,no,80
58,retired,divorced,secondary,no,-370,no,no,1449
54,unemployed,single,secondary,no,380,no,no,696
35,management,married,tertiary,no,209,yes,no,188
36,management,married,tertiary,no,441,yes,yes,160
33,management,married,secondary,no,0,yes,no,407
43,technician,married,secondary,no,536,yes,no,77
53,management,divorced,tertiary,no,5187,no,yes,560
